Ano,DTCC,Distrito,Concelho,Num_IncendiosRurais,AreaArdPov_NoConcelho,AreaArdMato_NoConcelho,AreaArdAgric_NoConcelho,AreaArdTotal_NoConcelho,AreaArdPov_IncendioInicioConc,AreaArdMato_IncendioInicioConc,AreaArdAgric_IncendioInicioConc,AreaArdTotal_IncendioInicioConc,NIncRur_0_1ha,NIncRur_1_10ha,NIncRur_10_20ha,NIncRur_20_50ha,NIncRur_50_100ha,NIncRur_100_500ha,NIncRur_500_1000ha,NIncRur_1000_n_ha,NInc_Natural,NInc_Negligente,NInc_Intencionais,NInc_Reacendimentos,NInc_Desconhecida,NInc_NaoInvestigados,Ninc_Sup24h
2012,1115,LISBOA,AMADORA,28,,,,,1.3,9.6,2.7,13.6,23,5,0,0,0,0,0,0,0,7,0,0,11,10,0
2012,1116,LISBOA,ODIVELAS,134,,,,,3.4,64.7,0.4,68.5,121,12,0,1,0,0,0,0,0,9,1,1,20,103,0
2012,1201,PORTALEGRE,ALTER DO CHÃO,8,,,,,2.5,0.3,38.0,40.8,6,1,0,1,0,0,0,0,0,3,0,0,4,1,0
2012,1202,PORTALEGRE,ARRONCHES,14,,,,,9.7,0.0,1.0,10.7,13,1,0,0,0,0,0,0,0,9,1,1,3,0,0
2012,1203,PORTALEGRE,AVIS,10,,,,,5.4,0.0,0.8,6.2,9,1,0,0,0,0,0,0,0,5,0,0,5,0,0
2012,1204,PORTALEGRE,CAMPO MAIOR,27,,,,,0.0,0.0,4.2,4.2,26,1,0,0,0,0,0,0,0,11,1,0,15,0,0
2012,1205,PORTALEGRE,CASTELO DE VIDE,9,,,,,0.6,0.2,0.4,1.2,9,0,0,0,0,0,0,0,0,8,0,0,1,0,0
2012,1206,PORTALEGRE,CRATO,11,,,,,1.7,0.0,0.3,2.0,10,1,0,0,0,0,0,0,0,3,2,0,5,1,0
2012,1207,PORTALEGRE,ELVAS,86,,,,,0.8,2.2,37.4,40.4,79,7,0,0,0,0,0,0,0,25,3,0,44,14,0
2012,1208,PORTALEGRE,FRONTEIRA,10,,,,,0.0,0.5,3.6,4.1,9,1,0,0,0,0,0,0,0,0,1,0,8,1,0
2012,1209,PORTALEGRE,GAVIÃO,17,,,,,75.1,0.1,3.7,79.0,13,2,0,2,0,0,0,0,0,7,5,0,5,0,0
2012,1210,PORTALEGRE,MARVÃO,15,,,,,1.6,4.9,1.2,7.7,12,3,0,0,0,0,0,0,0,7,0,0,6,2,0
2012,1211,PORTALEGRE,MONFORTE,9,,,,,0.0,0.0,1.7,1.7,8,1,0,0,0,0,0,0,0,4,0,0,5,0,0
2012,1212,PORTALEGRE,NISA,21,,,,,0.6,7.0,3.6,11.1,17,4,0,0,0,0,0,0,0,10,0,0,10,1,0
2012,1213,PORTALEGRE,PONTE DE SOR,34,,,,,1054.7,0.4,2.0,1057.2,28,3,0,1,1,0,1,0,0,20,10,1,3,0,0
2012,1214,PORTALEGRE,PORTALEGRE,34,,,,,4.7,3.4,8.5,16.7,29,5,0,0,0,0,0,0,0,16,0,0,9,9,0
2012,1215,PORTALEGRE,SOUSEL,8,,,,,0.0,0.0,4.6,4.6,6,2,0,0,0,0,0,0,0,4,0,0,4,0,0
2012,1301,PORTO,AMARANTE,341,,,,,179.5,185.0,1.2,365.7,265,71,3,2,0,0,0,0,0,42,153,57,78,11,0
2012,1302,PORTO,BAIÃO,213,,,,,117.5,422.7,12.3,552.5,154,48,4,4,2,1,0,0,0,11,84,25,85,8,1
2012,1303,PORTO,FELGUEIRAS,365,,,,,102.3,94.3,1.5,198.1,331,30,3,1,0,0,0,0,0,13,2,72,33,245,0
2012,1304,PORTO,GONDOMAR,346,,,,,120.4,98.6,0.3,219.3,319,23,1,3,0,0,0,0,0,3,1,3,4,335,0
2012,1305,PORTO,LOUSADA,201,,,,,42.0,69.5,0.6,112.1,186,12,1,2,0,0,0,0,0,4,1,26,15,155,0
2012,1306,PORTO,MAIA,178,,,,,178.8,55.6,0.1,234.5,168,8,1,0,0,1,0,0,0,11,2,33,3,129,0
2012,1307,PORTO,MARCO DE CANAVESES,357,,,,,187.5,266.4,7.9,461.8,281,70,2,2,1,1,0,0,0,50,192,48,47,20,0
2012,1308,PORTO,MATOSINHOS,69,,,,,11.6,5.3,0.0,16.9,68,0,1,0,0,0,0,0,0,1,0,4,0,64,0
2012,1309,PORTO,PAÇOS DE FERREIRA,329,,,,,102.6,41.8,0.2,144.5,319,5,4,1,0,0,0,0,0,6,0,44,10,269,0
2012,1310,PORTO,PAREDES,554,,,,,90.8,159.3,1.4,251.6,518,30,2,4,0,0,0,0,0,450,0,0,0,104,0
2012,1311,PORTO,PENAFIEL,523,,,,,395.3,248.8,1.6,645.7,476,41,2,1,1,2,0,0,0,413,0,0,0,110,0
2012,1313,PORTO,PÓVOA DE VARZIM,174,,,,,34.3,24.7,0.1,59.1,159,15,0,0,0,0,0,0,0,19,0,81,4,70,0
2012,1314,PORTO,SANTO TIRSO,344,,,,,76.3,45.7,2.8,124.7,316,28,0,0,0,0,0,0,0,2,0,0,0,342,0
2012,1315,PORTO,VALONGO,131,,,,,35.3,25.7,0.0,61.0,122,8,0,1,0,0,0,0,0,0,0,2,21,108,0
2012,1316,PORTO,VILA DO CONDE,280,,,,,36.4,17.9,0.0,54.4,269,10,1,0,0,0,0,0,0,16,0,36,9,219,0
2012,1317,PORTO,VILA NOVA DE GAIA,616,,,,,128.4,13.5,0.4,142.3,606,7,0,3,0,0,0,0,0,2,0,7,7,600,0
2012,1318,PORTO,TROFA,104,,,,,39.5,9.9,0.0,49.4,101,2,0,1,0,0,0,0,0,3,0,3,11,87,0
2012,1401,SANTARÉM,ABRANTES,126,,,,,55.2,20.3,54.5,130.0,113,10,1,2,0,0,0,0,0,19,82,1,24,0,0
2012,1402,SANTARÉM,ALCANENA,48,,,,,1.6,10.8,9.2,21.6,39,9,0,0,0,0,0,0,0,8,2,0,20,18,0
2012,1403,SANTARÉM,ALMEIRIM,58,,,,,0.4,4.4,15.5,20.2,50,8,0,0,0,0,0,0,0,42,3,1,11,1,0
2012,1404,SANTARÉM,ALPIARÇA,41,,,,,5.0,3.2,6.3,14.5,35,6,0,0,0,0,0,0,0,26,6,0,9,0,0
2012,1405,SANTARÉM,BENAVENTE,60,,,,,1.7,8.9,82.4,93.0,54,5,0,0,1,0,0,0,0,16,8,0,34,2,0
2012,1406,SANTARÉM,CARTAXO,48,,,,,3.2,2.3,6.9,12.4,42,6,0,0,0,0,0,0,0,38,1,0,8,1,0
2012,1407,SANTARÉM,CHAMUSCA,47,,,,,3.2,8.9,1.2,13.4,40,7,0,0,0,0,0,0,0,3,25,0,2,17,0
2012,1408,SANTARÉM,CONSTÂNCIA,17,,,,,0.2,3.0,2.0,5.2,15,2,0,0,0,0,0,0,0,4,7,0,6,0,0
2012,1409,SANTARÉM,CORUCHE,62,,,,,33.9,8.3,7.1,49.3,58,3,0,1,0,0,0,0,0,29,6,1,26,0,0
2012,1410,SANTARÉM,ENTRONCAMENTO,16,,,,,0.0,0.2,0.1,0.3,16,0,0,0,0,0,0,0,0,0,0,0,3,13,0
2012,1411,SANTARÉM,FERREIRA DO ZÊZERE,23,,,,,0.3,9.8,0.5,10.6,20,3,0,0,0,0,0,0,0,9,10,0,0,4,0
2012,1412,SANTARÉM,GOLEGÃ,10,,,,,3.0,2.4,3.3,8.7,7,3,0,0,0,0,0,0,0,2,0,1,4,3,0
2012,1413,SANTARÉM,MAÇÃO,21,,,,,123.1,25.5,4.5,153.1,17,3,0,0,0,1,0,0,0,7,8,0,5,1,0
2012,1414,SANTARÉM,RIO MAIOR,81,,,,,22.2,5.5,3.8,31.6,72,9,0,0,0,0,0,0,0,5,31,0,45,0,0
2012,1415,SANTARÉM,SALVATERRA DE MAGOS,33,,,,,67.6,6.3,4.0,77.9,30,2,0,0,1,0,0,0,0,12,5,1,15,0,0
2012,1416,SANTARÉM,SANTARÉM,142,,,,,30.8,23.8,32.3,86.9,117,23,2,0,0,0,0,0,0,16,28,0,96,2,0
2012,1417,SANTARÉM,SARDOAL,13,,,,,0.0,0.0,0.0,0.1,13,0,0,0,0,0,0,0,0,4,3,1,5,0,0
2012,1418,SANTARÉM,TOMAR,79,,,,,1396.9,1515.8,460.3,3373.0,66,9,1,0,0,1,0,2,0,41,26,0,1,11,2
2012,1419,SANTARÉM,TORRES NOVAS,67,,,,,1.4,15.2,7.3,23.9,63,4,0,0,0,0,0,0,0,7,1,0,25,34,0
2012,1420,SANTARÉM,VILA NOVA DA BARQUINHA,26,,,,,0.0,1.4,0.8,2.3,25,1,0,0,0,0,0,0,0,2,14,0,3,7,0
2012,1421,SANTARÉM,OURÉM,120,,,,,3153.7,1224.6,2260.9,6639.2,107,10,1,0,0,1,0,1,0,46,47,0,1,26,1
2012,1501,SETÚBAL,ALCÁCER DO SAL,14,,,,,3.9,1.0,2.2,7.2,11,3,0,0,0,0,0,0,0,5,0,0,8,1,0
2012,1502,SETÚBAL,ALCOCHETE,23,,,,,0.0,0.5,1.3,1.8,22,1,0,0,0,0,0,0,0,5,1,0,10,7,0
2012,1503,SETÚBAL,ALMADA,153,,,,,0.1,9.2,1.6,11.0,151,2,0,0,0,0,0,0,0,28,1,0,55,69,0
2012,1504,SETÚBAL,BARREIRO,66,,,,,1.1,8.9,1.1,11.1,65,1,0,0,0,0,0,0,0,1,3,0,13,49,0
2012,1505,SETÚBAL,GRÂNDOLA,24,,,,,3.8,5.1,0.2,9.1,22,2,0,0,0,0,0,0,0,7,0,0,17,0,0
2012,1506,SETÚBAL,MOITA,77,,,,,0.1,0.6,1.9,2.6,77,0,0,0,0,0,0,0,0,4,0,0,26,47,0
2012,1507,SETÚBAL,MONTIJO,113,,,,,1.5,7.0,12.1,20.5,106,7,0,0,0,0,0,0,0,7,1,0,44,61,0
2012,1508,SETÚBAL,PALMELA,118,,,,,2.7,12.1,21.9,36.7,112,5,1,0,0,0,0,0,0,30,1,1,15,71,0
2012,1509,SETÚBAL,SANTIAGO DO CACÉM,45,,,,,14.9,43.2,7.1,65.2,36,8,0,1,0,0,0,0,0,16,0,0,29,0,0
2012,1510,SETÚBAL,SEIXAL,125,,,,,2.5,20.5,0.9,23.8,123,1,1,0,0,0,0,0,0,29,0,0,43,53,0
2012,1511,SETÚBAL,SESIMBRA,55,,,,,6.4,5.2,3.0,14.6,51,4,0,0,0,0,0,0,0,5,0,0,14,36,0
2012,1512,SETÚBAL,SETÚBAL,109,,,,,2.7,27.4,6.6,36.7,102,6,1,0,0,0,0,0,0,17,2,0,17,73,0
2012,1513,SETÚBAL,SINES,59,,,,,164.2,13.1,2.8,180.1,52,4,0,2,0,1,0,0,0,12,18,6,22,1,0
2012,1601,VIANA DO CASTELO,ARCOS DE VALDEVEZ,193,,,,,217.8,668.4,0.2,886.4,116,62,7,6,1,1,0,0,0,46,118,7,2,20,1
2012,1602,VIANA DO CASTELO,CAMINHA,115,,,,,24.9,23.3,6.9,55.1,102,12,0,1,0,0,0,0,0,30,66,19,0,0,0
2012,1603,VIANA DO CASTELO,MELGAÇO,35,,,,,18.9,120.5,1.6,141.0,19,12,3,1,0,0,0,0,1,29,1,4,0,0,0
2012,1604,VIANA DO CASTELO,MONÇÃO,133,,,,,92.4,85.8,0.3,178.5,103,26,2,1,1,0,0,0,0,80,3,50,0,0,0
2012,1605,VIANA DO CASTELO,PAREDES DE COURA,107,,,,,154.4,172.8,0.0,327.1,59,44,1,1,2,0,0,0,0,32,71,3,1,0,0
2012,1606,VIANA DO CASTELO,PONTE DA BARCA,157,,,,,43.8,140.8,0.2,184.8,118,35,2,2,0,0,0,0,0,23,81,12,0,41,0
2012,1607,VIANA DO CASTELO,PONTE DE LIMA,273,,,,,126.5,222.8,2.5,351.8,210,56,3,3,1,0,0,0,0,27,34,7,81,124,0
2012,1608,VIANA DO CASTELO,VALENÇA,83,,,,,34.9,103.2,1.1,139.3,62,16,4,1,0,0,0,0,0,59,13,11,0,0,0
2012,1609,VIANA DO CASTELO,VIANA DO CASTELO,207,,,,,78.4,386.3,3.6,468.2,170,24,6,5,2,0,0,0,0,82,94,30,0,1,0
2012,1610,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,28,,,,,4.5,5.2,0.8,10.5,24,4,0,0,0,0,0,0,0,23,2,3,0,0,0
2012,1701,VILA REAL,ALIJÓ,122,,,,,243.3,434.5,12.9,690.6,76,36,0,7,2,1,0,0,0,39,34,17,2,30,0
2012,1702,VILA REAL,BOTICAS,165,,,,,637.1,353.1,0.0,990.1,90,65,3,5,1,0,1,0,0,99,25,6,2,33,0
2012,1703,VILA REAL,CHAVES,292,,,,,652.4,736.1,147.7,1536.1,176,104,6,3,0,2,1,0,3,83,39,14,0,153,0
2012,1704,VILA REAL,MESÃO FRIO,33,,,,,2.3,2.8,0.0,5.1,29,4,0,0,0,0,0,0,0,6,15,2,0,10,0
2012,1705,VILA REAL,MONDIM DE BASTO,36,,,,,182.3,442.9,0.0,625.1,22,10,1,0,0,3,0,0,2,10,12,7,2,3,0
2012,1706,VILA REAL,MONTALEGRE,255,,,,,423.2,516.2,0.0,939.4,117,119,8,7,3,1,0,0,1,158,20,21,0,55,0
2012,1707,VILA REAL,MURÇA,67,,,,,32.6,86.4,4.7,123.7,48,16,2,1,0,0,0,0,2,20,25,9,1,10,0
2012,1708,VILA REAL,PESO DA RÉGUA,45,,,,,2.9,213.4,0.6,216.9,35,9,0,0,0,1,0,0,0,15,15,8,2,5,0
2012,1709,VILA REAL,RIBEIRA DE PENA,119,,,,,161.3,260.1,0.0,421.5,90,23,1,2,2,1,0,0,0,32,52,19,4,12,0
2012,1710,VILA REAL,SABROSA,41,,,,,32.2,16.4,0.0,48.6,32,8,0,1,0,0,0,0,0,13,5,3,3,17,0
2012,1711,VILA REAL,SANTA MARTA DE PENAGUIÃO,67,,,,,9.3,15.6,0.0,24.9,60,7,0,0,0,0,0,0,1,22,8,10,4,22,0
2012,1712,VILA REAL,VALPAÇOS,196,,,,,71.8,305.0,2.5,379.3,98,93,2,2,1,0,0,0,0,28,111,10,1,46,0
2012,1713,VILA REAL,VILA POUCA DE AGUIAR,180,,,,,213.3,359.2,1.5,574.0,101,72,1,2,4,0,0,0,0,51,43,37,36,13,0
2012,1714,VILA REAL,VILA REAL,209,,,,,78.5,492.3,0.0,570.8,155,46,1,5,0,2,0,0,2,51,47,31,10,68,0
2012,1801,VISEU,ARMAMAR,29,,,,,9.8,36.8,0.0,46.6,25,2,1,1,0,0,0,0,0,10,9,1,9,0,0
2012,1802,VISEU,CARREGAL DO SAL,40,,,,,762.7,64.4,0.0,827.1,38,0,0,1,0,0,0,1,0,9,10,8,13,0,2
2012,1803,VISEU,CASTRO DAIRE,217,,,,,698.9,509.3,0.0,1208.2,143,66,1,3,2,2,0,0,2,104,10,35,66,0,1
2012,1804,VISEU,CINFÃES,264,,,,,95.7,404.5,0.0,500.2,201,56,2,2,2,1,0,0,0,147,97,9,11,0,0
2012,1805,VISEU,LAMEGO,134,,,,,27.3,466.5,0.0,493.8,88,41,2,0,2,1,0,0,0,54,25,11,44,0,0
2012,1806,VISEU,MANGUALDE,93,,,,,476.8,1161.1,18.0,1655.8,72,13,2,1,1,3,1,0,0,26,44,23,0,0,3
2012,1807,VISEU,MOIMENTA DA BEIRA,51,,,,,6.5,28.5,0.0,34.9,44,6,1,0,0,0,0,0,1,31,8,3,8,0,0
2012,1808,VISEU,MORTÁGUA,9,,,,,1.0,0.0,0.0,1.0,9,0,0,0,0,0,0,0,0,1,3,0,5,0,0
2012,1809,VISEU,NELAS,70,,,,,22.1,95.5,0.0,117.6,60,8,0,2,0,0,0,0,1,27,31,11,0,0,0
2012,1810,VISEU,OLIVEIRA DE FRADES,54,,,,,483.3,21.3,0.0,504.6,43,10,0,0,0,1,0,0,0,10,17,24,3,0,1
2012,1811,VISEU,PENALVA DO CASTELO,31,,,,,2.2,5.1,0.0,7.3,29,2,0,0,0,0,0,0,0,18,12,1,0,0,0
2012,1812,VISEU,PENEDONO,27,,,,,8.6,66.9,0.0,75.5,14,11,2,0,0,0,0,0,0,25,1,1,0,0,0
2012,1813,VISEU,RESENDE,133,,,,,64.7,385.6,0.0,450.3,94,35,0,2,1,1,0,0,0,38,50,9,36,0,0
2012,1814,VISEU,SANTA COMBA DÃO,32,,,,,8.8,2.1,0.0,10.9,29,3,0,0,0,0,0,0,0,12,7,6,7,0,0
2012,1815,VISEU,SÃO JOÃO DA PESQUEIRA,63,,,,,5.8,110.9,0.0,116.8,44,17,1,1,0,0,0,0,2,38,8,6,7,2,0
2012,1816,VISEU,SÃO PEDRO DO SUL,45,,,,,442.3,202.1,0.0,644.4,31,11,1,0,0,2,0,0,0,18,9,12,6,0,0
2012,1817,VISEU,SÁTÃO,71,,,,,41.6,164.8,0.0,206.4,57,13,0,0,0,1,0,0,1,18,42,10,0,0,0
2012,1818,VISEU,SERNANCELHE,66,,,,,104.1,1651.5,0.0,1755.6,49,9,1,4,1,1,0,1,1,17,26,18,4,0,1
2012,1819,VISEU,TABUAÇO,37,,,,,8.6,61.8,0.0,70.4,32,4,0,1,0,0,0,0,5,7,14,0,11,0,0
2012,1820,VISEU,TAROUCA,65,,,,,26.6,44.3,0.0,70.9,52,12,0,1,0,0,0,0,0,19,19,3,24,0,0
2012,1821,VISEU,TONDELA,143,,,,,269.0,94.7,0.2,364.0,121,16,2,1,3,0,0,0,2,35,43,44,19,0,2
2012,1822,VISEU,VILA NOVA DE PAIVA,140,,,,,57.9,728.3,0.0,786.2,92,39,5,2,1,1,0,0,1,64,10,15,50,0,0
2012,1823,VISEU,VISEU,300,,,,,1914.4,1796.9,0.0,3711.4,261,30,3,3,0,2,0,1,0,25,77,75,123,0,1
2012,1824,VISEU,VOUZELA,58,,,,,46.3,703.2,0.0,749.5,41,12,2,0,0,3,0,0,3,23,15,16,1,0,0
2013,101,AVEIRO,ÁGUEDA,224,,,,,1443.8,46.3,1.5,1491.6,205,18,1,0,0,0,0,0,1,2,1,65,148,7,0
2013,102,AVEIRO,ALBERGARIA-A-VELHA,99,,,,,62.2,3.8,0.3,66.3,91,6,2,0,0,0,0,0,0,8,0,16,63,12,0
2013,103,AVEIRO,ANADIA,41,,,,,2.1,0.9,2.4,5.3,39,2,0,0,0,0,0,0,0,19,18,2,2,0,0
2013,104,AVEIRO,AROUCA,128,,,,,684.1,358.6,0.7,1043.4,98,21,1,4,1,3,0,0,0,31,6,31,60,0,2
2013,105,AVEIRO,AVEIRO,88,,,,,16.9,0.9,0.2,18.0,86,1,1,0,0,0,0,0,0,24,28,12,24,0,0
2013,106,AVEIRO,CASTELO DE PAIVA,74,,,,,44.0,23.6,0.0,67.6,67,5,0,2,0,0,0,0,0,0,5,1,66,2,1
2013,107,AVEIRO,ESPINHO,60,,,,,3.9,9.6,0.6,14.2,58,2,0,0,0,0,0,0,0,8,7,2,43,0,0
2013,108,AVEIRO,ESTARREJA,38,,,,,12.2,1.5,0.5,14.2,36,1,1,0,0,0,0,0,0,5,1,0,32,0,0
2013,109,AVEIRO,SANTA MARIA DA FEIRA,239,,,,,103.4,108.5,0.0,211.9,211,24,2,1,1,0,0,0,0,22,20,7,190,0,0
2013,110,AVEIRO,ÍLHAVO,33,,,,,0.2,0.1,0.2,0.5,33,0,0,0,0,0,0,0,0,17,2,1,13,0,0
2013,111,AVEIRO,MEALHADA,31,,,,,2.5,0.7,2.2,5.4,30,1,0,0,0,0,0,0,1,12,15,0,3,0,0
2013,112,AVEIRO,MURTOSA,10,,,,,0.0,0.3,0.2,0.5,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2013,113,AVEIRO,OLIVEIRA DE AZEMÉIS,92,,,,,122.4,15.2,0.3,137.9,78,11,0,3,0,0,0,0,0,26,13,12,41,0,1
2013,114,AVEIRO,OLIVEIRA DO BAIRRO,43,,,,,0.9,0.4,3.7,5.1,42,1,0,0,0,0,0,0,0,9,27,3,4,0,0
2013,115,AVEIRO,OVAR,63,,,,,4.1,2.8,0.7,7.7,62,1,0,0,0,0,0,0,0,7,6,6,44,0,0
2013,116,AVEIRO,SÃO JOÃO DA MADEIRA,5,,,,,0.0,0.2,0.0,0.2,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0
2013,117,AVEIRO,SEVER DO VOUGA,118,,,,,1062.4,122.7,0.1,1185.1,98,15,1,1,0,2,1,0,2,4,2,42,61,7,2
2013,118,AVEIRO,VAGOS,39,,,,,3.5,0.2,0.6,4.3,37,2,0,0,0,0,0,0,0,11,7,3,18,0,0
2013,119,AVEIRO,VALE DE CAMBRA,190,,,,,286.9,63.4,0.0,350.4,172,12,2,3,0,1,0,0,0,7,0,109,46,28,2
2013,201,BEJA,ALJUSTREL,30,,,,,0.0,0.6,133.7,134.3,20,6,2,2,0,0,0,0,0,7,0,0,22,1,0
2013,202,BEJA,ALMODÔVAR,14,,,,,16.5,0.0,20.4,37.0,11,2,1,0,0,0,0,0,2,6,2,0,4,0,0
2013,203,BEJA,ALVITO,0,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,204,BEJA,BARRANCOS,2,,,,,1.9,0.0,0.2,2.1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2013,205,BEJA,BEJA,119,,,,,65.0,0.4,1275.5,1340.9,88,21,2,5,0,3,0,0,0,16,0,1,43,59,0
2013,206,BEJA,CASTRO VERDE,20,,,,,4.3,0.0,67.7,72.0,11,4,3,1,0,1,0,0,0,16,0,0,4,0,0
2013,207,BEJA,CUBA,3,,,,,0.0,0.0,1.1,1.1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2013,208,BEJA,FERREIRA DO ALENTEJO,19,,,,,0.0,0.0,35.6,35.6,12,6,1,0,0,0,0,0,0,4,0,0,15,0,0
2013,209,BEJA,MÉRTOLA,15,,,,,1.0,102.3,135.6,238.9,9,4,0,1,0,1,0,0,0,10,2,0,2,1,0
2013,210,BEJA,MOURA,60,,,,,0.0,0.7,71.0,71.7,44,15,1,0,0,0,0,0,0,15,4,0,37,4,0
2013,211,BEJA,ODEMIRA,52,,,,,48.3,0.6,24.1,72.9,39,12,0,1,0,0,0,0,0,38,3,0,11,0,0
2013,212,BEJA,OURIQUE,14,,,,,318.8,1.8,159.0,479.6,9,4,0,0,0,1,0,0,0,3,0,0,10,1,0
2013,213,BEJA,SERPA,27,,,,,0.0,0.0,124.1,124.1,13,12,1,0,1,0,0,0,0,10,2,0,13,2,0
2013,214,BEJA,VIDIGUEIRA,31,,,,,3.9,10.0,199.4,213.3,20,7,1,2,0,1,0,0,0,4,17,0,8,2,0
2013,301,BRAGA,AMARES,58,,,,,184.5,278.4,0.5,463.4,46,8,1,0,0,3,0,0,0,7,2,3,1,45,0
2013,302,BRAGA,BARCELOS,196,,,,,35.2,55.5,0.7,91.4,173,23,0,0,0,0,0,0,0,34,74,52,27,9,0
2013,303,BRAGA,BRAGA,184,,,,,286.4,128.4,2.2,417.1,145,32,5,1,0,1,0,0,0,28,3,28,56,69,1
2013,304,BRAGA,CABECEIRAS DE BASTO,139,,,,,315.6,1740.2,0.5,2056.3,81,39,4,7,3,5,0,0,0,10,103,21,0,5,0
2013,305,BRAGA,CELORICO DE BASTO,282,,,,,684.3,478.1,5.9,1168.4,141,116,8,12,4,1,0,0,0,43,199,33,1,6,0
2013,306,BRAGA,ESPOSENDE,24,,,,,0.0,1.6,2.1,3.6,23,1,0,0,0,0,0,0,0,10,3,2,8,1,0
2013,307,BRAGA,FAFE,250,,,,,817.1,1226.6,1.7,2045.4,165,68,2,3,5,7,0,0,0,3,8,0,11,228,2
2013,308,BRAGA,GUIMARÃES,272,,,,,525.7,313.8,16.7,856.2,220,42,4,2,3,1,0,0,0,31,3,8,91,139,1
2013,309,BRAGA,PÓVOA DE LANHOSO,187,,,,,192.1,613.4,5.7,811.2,128,48,3,4,1,3,0,0,0,125,3,15,29,15,0
2013,310,BRAGA,TERRAS DE BOURO,67,,,,,114.9,719.6,5.4,839.9,36,19,3,4,3,2,0,0,0,33,13,21,0,0,1
2013,311,BRAGA,VIEIRA DO MINHO,121,,,,,134.4,717.7,1.0,853.1,67,44,3,3,1,3,0,0,1,56,33,24,4,3,1
2013,312,BRAGA,VILA NOVA DE FAMALICÃO,235,,,,,298.6,131.2,10.5,440.3,202,22,6,3,1,1,0,0,0,45,39,79,32,40,0
2013,313,BRAGA,VILA VERDE,247,,,,,476.9,1512.1,4.5,1993.5,173,39,12,16,5,2,0,0,0,14,31,31,144,27,1
2013,314,BRAGA,VIZELA,37,,,,,17.1,22.8,0.3,40.2,31,5,0,1,0,0,0,0,0,0,0,0,1,36,0
2013,401,BRAGANÇA,ALFÂNDEGA DA FÉ,25,,,,,2005.9,11941.4,430.6,14378.0,16,5,0,0,3,0,0,1,1,13,1,1,1,8,1
2013,402,BRAGANÇA,BRAGANÇA,74,,,,,32.8,252.3,14.4,299.5,43,24,3,4,0,0,0,0,2,26,0,0,36,10,2
2013,403,BRAGANÇA,CARRAZEDA DE ANSIÃES,44,,,,,53.8,384.2,4.8,442.8,27,11,2,2,0,2,0,0,0,22,1,4,5,12,0
2013,404,BRAGANÇA,FREIXO DE ESPADA À CINTA,29,,,,,1.8,91.6,4.1,97.5,14,13,1,1,0,0,0,0,0,13,5,0,2,9,0
2013,405,BRAGANÇA,MACEDO DE CAVALEIROS,60,,,,,8.1,105.6,3.3,117.0,47,11,0,2,0,0,0,0,3,29,9,0,8,11,1
2013,406,BRAGANÇA,MIRANDA DO DOURO,22,,,,,130.9,376.8,15.2,522.9,17,3,0,0,0,2,0,0,1,14,1,0,4,2,0
2013,407,BRAGANÇA,MIRANDELA,80,,,,,963.9,1125.1,388.8,2477.9,42,27,3,2,1,3,2,0,1,23,28,6,11,11,0
2013,408,BRAGANÇA,MOGADOURO,26,,,,,2.3,30.6,4.2,37.1,18,7,1,0,0,0,0,0,1,17,3,0,0,5,0
2013,409,BRAGANÇA,TORRE DE MONCORVO,42,,,,,5.1,973.4,0.1,978.5,23,14,0,2,0,3,0,0,0,14,8,1,2,17,0
2013,410,BRAGANÇA,VILA FLOR,28,,,,,1616.4,1513.6,314.2,3444.2,18,8,0,1,0,0,0,1,0,12,1,3,7,5,1
2013,411,BRAGANÇA,VIMIOSO,19,,,,,79.6,105.3,0.1,184.9,13,4,0,0,1,1,0,0,0,13,1,0,0,5,1
2013,412,BRAGANÇA,VINHAIS,56,,,,,205.1,1086.8,25.2,1317.1,22,27,1,1,3,1,1,0,0,15,1,6,28,6,0
2013,501,CASTELO BRANCO,BELMONTE,18,,,,,19.9,2.0,2.3,24.3,15,2,1,0,0,0,0,0,2,5,0,0,11,0,0
2013,502,CASTELO BRANCO,CASTELO BRANCO,70,,,,,9.1,8.6,12.6,30.3,59,11,0,0,0,0,0,0,0,31,24,1,14,0,0
2013,503,CASTELO BRANCO,COVILHÃ,93,,,,,714.7,950.6,201.5,1866.7,81,4,2,3,1,0,1,1,1,14,17,2,58,1,1
2013,504,CASTELO BRANCO,FUNDÃO,112,,,,,476.4,423.5,344.4,1244.3,97,9,3,2,0,0,1,0,2,22,40,0,47,1,0
2013,505,CASTELO BRANCO,IDANHA-A-NOVA,53,,,,,80.2,106.2,86.0,272.4,36,12,1,1,3,0,0,0,0,25,21,0,6,1,0
2013,506,CASTELO BRANCO,OLEIROS,7,,,,,0.2,0.5,0.0,0.7,7,0,0,0,0,0,0,0,1,2,2,0,2,0,0
2013,507,CASTELO BRANCO,PENAMACOR,23,,,,,201.7,3.5,2.7,207.9,22,1,0,0,0,0,0,0,2,7,14,0,0,0,0
