Ano,DTCC,Distrito,Concelho,Num_IncendiosRurais,AreaArdPov_NoConcelho,AreaArdMato_NoConcelho,AreaArdAgric_NoConcelho,AreaArdTotal_NoConcelho,AreaArdPov_IncendioInicioConc,AreaArdMato_IncendioInicioConc,AreaArdAgric_IncendioInicioConc,AreaArdTotal_IncendioInicioConc,NIncRur_0_1ha,NIncRur_1_10ha,NIncRur_10_20ha,NIncRur_20_50ha,NIncRur_50_100ha,NIncRur_100_500ha,NIncRur_500_1000ha,NIncRur_1000_n_ha,NInc_Natural,NInc_Negligente,NInc_Intencionais,NInc_Reacendimentos,NInc_Desconhecida,NInc_NaoInvestigados,Ninc_Sup24h
2006,1804,VISEU,CINFÃES,299,,,,,482.5,530.7,0.2,1013.4,206,87,1,2,2,1,0,0,0,0,1,5,12,281,3
2006,1805,VISEU,LAMEGO,86,,,,,0.2,105.8,0.1,106.1,76,9,0,0,1,0,0,0,0,13,0,5,1,67,0
2006,1806,VISEU,MANGUALDE,52,,,,,3.1,116.0,0.9,119.9,46,5,0,0,0,1,0,0,1,2,3,1,34,11,0
2006,1807,VISEU,MOIMENTA DA BEIRA,33,,,,,3.0,77.5,0.0,80.5,29,3,0,0,1,0,0,0,0,0,0,0,2,31,1
2006,1808,VISEU,MORTÁGUA,15,,,,,0.8,1.3,0.0,2.1,14,1,0,0,0,0,0,0,0,0,0,0,3,12,0
2006,1809,VISEU,NELAS,61,,,,,2.9,6.4,1.2,10.5,57,4,0,0,0,0,0,0,0,0,0,3,43,15,0
2006,1810,VISEU,OLIVEIRA DE FRADES,26,,,,,922.2,113.8,0.0,1036.0,22,2,0,0,1,0,1,0,0,0,1,5,4,16,1
2006,1811,VISEU,PENALVA DO CASTELO,22,,,,,65.1,415.1,1.0,481.2,16,3,1,0,0,2,0,0,0,1,1,2,14,4,0
2006,1812,VISEU,PENEDONO,6,,,,,178.6,246.4,0.0,425.0,4,1,0,0,0,1,0,0,0,0,1,0,0,5,1
2006,1813,VISEU,RESENDE,85,,,,,14.8,467.0,0.0,481.7,66,14,3,1,0,1,0,0,0,4,1,4,5,71,1
2006,1814,VISEU,SANTA COMBA DÃO,44,,,,,2.9,4.3,0.2,7.4,41,3,0,0,0,0,0,0,0,0,0,4,14,26,0
2006,1815,VISEU,SÃO JOÃO DA PESQUEIRA,59,,,,,29.5,113.4,0.0,142.9,52,6,0,0,0,1,0,0,0,8,0,2,4,45,0
2006,1816,VISEU,SÃO PEDRO DO SUL,49,,,,,1332.9,112.6,0.0,1445.5,39,7,0,1,1,0,0,1,5,2,5,11,6,20,1
2006,1817,VISEU,SÁTÃO,68,,,,,10.9,132.0,0.0,143.0,56,10,0,1,1,0,0,0,0,0,2,4,44,18,0
2006,1818,VISEU,SERNANCELHE,21,,,,,52.1,130.3,0.0,182.4,19,1,0,0,0,1,0,0,0,2,1,0,1,17,2
2006,1819,VISEU,TABUAÇO,13,,,,,5.9,15.1,0.0,21.0,11,1,1,0,0,0,0,0,0,1,0,0,0,12,0
2006,1820,VISEU,TAROUCA,43,,,,,2.3,21.4,0.0,23.7,32,11,0,0,0,0,0,0,0,0,0,3,2,38,0
2006,1821,VISEU,TONDELA,138,,,,,60.5,27.8,1.0,89.3,124,10,3,1,0,0,0,0,4,0,1,35,17,81,1
2006,1822,VISEU,VILA NOVA DE PAIVA,56,,,,,32.3,74.1,0.0,106.4,49,6,0,0,1,0,0,0,0,1,10,8,11,26,1
2006,1823,VISEU,VISEU,231,,,,,207.0,175.5,2.1,384.6,212,14,0,2,2,1,0,0,1,4,10,57,37,122,0
2006,1824,VISEU,VOUZELA,19,,,,,2.1,11.2,0.0,13.3,16,3,0,0,0,0,0,0,1,0,1,1,1,15,0
2007,101,AVEIRO,ÁGUEDA,95,,,,,6.6,1.2,0.1,7.8,93,2,0,0,0,0,0,0,1,11,4,0,35,44,0
2007,102,AVEIRO,ALBERGARIA-A-VELHA,131,,,,,14.1,10.6,0.1,24.8,125,6,0,0,0,0,0,0,0,11,4,5,45,66,0
2007,103,AVEIRO,ANADIA,51,,,,,0.2,1.3,0.6,2.2,51,0,0,0,0,0,0,0,0,3,11,0,8,29,0
2007,104,AVEIRO,AROUCA,128,,,,,110.9,36.2,0.0,147.1,103,24,0,0,1,0,0,0,0,5,13,5,28,77,1
2007,105,AVEIRO,AVEIRO,169,,,,,8.0,3.9,0.6,12.5,166,3,0,0,0,0,0,0,0,8,0,3,64,94,0
2007,106,AVEIRO,CASTELO DE PAIVA,69,,,,,6.4,13.1,0.0,19.5,62,7,0,0,0,0,0,0,0,12,0,5,15,37,0
2007,107,AVEIRO,ESPINHO,131,,,,,0.7,4.5,0.2,5.3,129,2,0,0,0,0,0,0,0,24,2,6,33,66,0
2007,108,AVEIRO,ESTARREJA,109,,,,,4.8,17.2,10.0,32.0,98,11,0,0,0,0,0,0,0,13,7,2,26,61,0
2007,109,AVEIRO,SANTA MARIA DA FEIRA,497,,,,,5.6,21.2,0.6,27.4,493,4,0,0,0,0,0,0,0,80,13,36,93,275,0
2007,110,AVEIRO,ÍLHAVO,68,,,,,0.4,0.6,1.1,2.0,68,0,0,0,0,0,0,0,0,4,0,0,29,35,0
2007,111,AVEIRO,MEALHADA,75,,,,,0.1,4.9,0.5,5.5,74,1,0,0,0,0,0,0,0,6,10,0,9,50,0
2007,112,AVEIRO,MURTOSA,31,,,,,0.0,0.1,1.4,1.6,30,1,0,0,0,0,0,0,0,9,2,0,5,15,0
2007,113,AVEIRO,OLIVEIRA DE AZEMÉIS,146,,,,,3.2,8.3,0.0,11.6,144,2,0,0,0,0,0,0,0,28,4,2,36,76,0
2007,114,AVEIRO,OLIVEIRA DO BAIRRO,57,,,,,1.3,1.4,0.1,2.8,57,0,0,0,0,0,0,0,0,9,18,0,8,22,0
2007,115,AVEIRO,OVAR,135,,,,,3.7,5.4,0.1,9.2,132,3,0,0,0,0,0,0,0,38,1,1,20,75,0
2007,116,AVEIRO,SÃO JOÃO DA MADEIRA,40,,,,,0.0,0.2,0.0,0.2,40,0,0,0,0,0,0,0,0,9,0,0,4,27,0
2007,117,AVEIRO,SEVER DO VOUGA,98,,,,,76.2,17.4,0.0,93.6,90,6,1,0,1,0,0,0,0,2,6,6,23,61,2
2007,118,AVEIRO,VAGOS,55,,,,,0.1,3.5,1.2,4.9,55,0,0,0,0,0,0,0,0,8,1,2,15,29,0
2007,119,AVEIRO,VALE DE CAMBRA,122,,,,,52.2,12.3,0.4,64.8,113,8,0,1,0,0,0,0,0,11,9,5,30,67,1
2007,201,BEJA,ALJUSTREL,30,,,,,2.0,0.5,47.8,50.3,19,9,2,0,0,0,0,0,0,7,0,0,7,16,0
2007,202,BEJA,ALMODÔVAR,20,,,,,1.4,2.6,11.1,15.1,13,7,0,0,0,0,0,0,0,1,0,0,2,17,0
2007,203,BEJA,ALVITO,10,,,,,0.0,0.0,1.0,1.0,9,1,0,0,0,0,0,0,0,1,0,0,1,8,0
2007,204,BEJA,BARRANCOS,6,,,,,0.0,1.5,10.6,12.1,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0
2007,205,BEJA,BEJA,92,,,,,162.6,4.1,139.1,305.7,62,20,7,1,2,0,0,0,0,16,1,0,14,61,0
2007,206,BEJA,CASTRO VERDE,21,,,,,0.0,0.5,48.9,49.5,10,9,2,0,0,0,0,0,0,1,0,0,1,19,0
2007,207,BEJA,CUBA,11,,,,,0.0,0.0,3.1,3.1,10,1,0,0,0,0,0,0,0,0,0,0,3,8,0
2007,208,BEJA,FERREIRA DO ALENTEJO,44,,,,,1.0,0.0,90.7,91.7,34,8,1,0,1,0,0,0,0,4,0,0,3,37,0
2007,209,BEJA,MÉRTOLA,37,,,,,321.6,1396.3,421.9,2139.9,24,7,1,2,0,1,2,0,0,0,5,0,1,31,3
2007,210,BEJA,MOURA,33,,,,,0.0,0.0,55.5,55.5,20,12,1,0,0,0,0,0,0,4,0,0,4,25,0
2007,211,BEJA,ODEMIRA,56,,,,,2.6,13.0,10.8,26.3,53,2,1,0,0,0,0,0,0,5,0,0,9,42,0
2007,212,BEJA,OURIQUE,25,,,,,3.5,3.0,12.4,18.9,15,10,0,0,0,0,0,0,0,1,0,0,0,24,0
2007,213,BEJA,SERPA,37,,,,,0.0,1.0,11.1,12.2,32,5,0,0,0,0,0,0,0,1,0,0,4,32,0
2007,214,BEJA,VIDIGUEIRA,53,,,,,104.9,67.7,76.6,249.3,40,7,3,1,2,0,0,0,0,2,12,0,3,36,1
2007,301,BRAGA,AMARES,92,,,,,15.2,67.8,0.1,83.0,74,16,1,1,0,0,0,0,0,15,35,6,1,35,1
2007,302,BRAGA,BARCELOS,224,,,,,1.8,45.5,1.3,48.5,212,12,0,0,0,0,0,0,0,25,1,7,167,24,0
2007,303,BRAGA,BRAGA,216,,,,,19.6,21.0,1.4,42.0,200,16,0,0,0,0,0,0,0,3,0,17,157,39,0
2007,304,BRAGA,CABECEIRAS DE BASTO,95,,,,,55.5,719.6,0.1,775.1,69,17,2,3,3,1,0,0,0,0,1,3,22,69,0
2007,305,BRAGA,CELORICO DE BASTO,260,,,,,83.4,195.4,0.8,279.6,228,29,1,1,0,1,0,0,0,1,0,4,22,233,0
2007,306,BRAGA,ESPOSENDE,72,,,,,5.0,65.1,1.5,71.5,68,3,0,0,1,0,0,0,0,6,0,2,44,20,1
2007,307,BRAGA,FAFE,346,,,,,320.3,752.9,4.1,1077.3,262,61,10,7,4,2,0,0,0,1,0,15,58,272,0
2007,308,BRAGA,GUIMARÃES,383,,,,,92.0,94.4,2.8,189.2,347,34,1,1,0,0,0,0,0,2,0,4,21,356,0
2007,309,BRAGA,PÓVOA DE LANHOSO,137,,,,,26.4,71.4,0.1,97.9,116,18,3,0,0,0,0,0,0,17,48,18,2,52,0
2007,310,BRAGA,TERRAS DE BOURO,116,,,,,319.7,545.0,3.7,868.4,66,35,7,4,2,2,0,0,0,26,68,22,0,0,5
2007,311,BRAGA,VIEIRA DO MINHO,201,,,,,200.5,451.4,1.5,653.4,126,63,4,5,2,1,0,0,0,19,119,37,19,7,1
2007,312,BRAGA,VILA NOVA DE FAMALICÃO,319,,,,,32.4,86.9,0.7,120.1,291,26,1,1,0,0,0,0,0,22,2,50,211,34,0
2007,313,BRAGA,VILA VERDE,270,,,,,64.6,417.8,0.9,483.2,192,69,3,5,1,0,0,0,0,8,6,11,216,29,0
2007,314,BRAGA,VIZELA,78,,,,,31.5,14.5,0.7,46.7,71,6,1,0,0,0,0,0,0,0,0,1,7,70,0
2007,401,BRAGANÇA,ALFÂNDEGA DA FÉ,37,,,,,3.8,66.3,0.8,70.8,19,17,1,0,0,0,0,0,0,6,0,0,0,31,2
2007,402,BRAGANÇA,BRAGANÇA,167,,,,,19.8,322.6,4.8,347.2,87,76,3,0,0,1,0,0,0,4,2,0,1,160,0
2007,403,BRAGANÇA,CARRAZEDA DE ANSIÃES,62,,,,,3.8,42.0,0.2,45.9,46,16,0,0,0,0,0,0,0,2,1,0,5,54,0
2007,404,BRAGANÇA,FREIXO DE ESPADA À CINTA,27,,,,,1.9,118.2,0.0,120.1,21,5,0,0,1,0,0,0,0,5,0,0,1,21,0
2007,405,BRAGANÇA,MACEDO DE CAVALEIROS,99,,,,,3.7,21.9,2.0,27.6,90,9,0,0,0,0,0,0,0,5,1,0,1,92,0
2007,406,BRAGANÇA,MIRANDA DO DOURO,36,,,,,13.8,27.2,0.8,41.8,22,13,1,0,0,0,0,0,0,1,4,0,2,29,1
2007,407,BRAGANÇA,MIRANDELA,98,,,,,15.3,183.1,3.0,201.4,60,35,1,1,1,0,0,0,0,6,8,0,13,71,0
2007,408,BRAGANÇA,MOGADOURO,102,,,,,15.5,114.3,5.4,135.1,55,47,0,0,0,0,0,0,0,4,2,0,1,95,0
2007,409,BRAGANÇA,TORRE DE MONCORVO,70,,,,,2.8,144.6,2.2,149.6,33,35,1,0,1,0,0,0,1,10,5,0,1,53,0
2007,410,BRAGANÇA,VILA FLOR,44,,,,,23.2,50.7,0.3,74.1,32,11,0,1,0,0,0,0,0,1,1,0,8,34,0
2007,411,BRAGANÇA,VIMIOSO,31,,,,,19.9,69.2,4.0,93.1,14,15,0,2,0,0,0,0,0,4,3,0,2,22,0
2007,412,BRAGANÇA,VINHAIS,100,,,,,15.0,237.0,1.4,253.4,46,50,3,1,0,0,0,0,0,9,7,0,1,83,0
2007,501,CASTELO BRANCO,BELMONTE,6,,,,,0.0,0.3,0.0,0.3,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2007,502,CASTELO BRANCO,CASTELO BRANCO,111,,,,,15.2,43.0,56.7,114.9,92,17,0,2,0,0,0,0,0,12,0,4,45,50,0
2007,503,CASTELO BRANCO,COVILHÃ,79,,,,,10.4,32.5,1.7,44.5,64,14,1,0,0,0,0,0,1,10,2,2,27,37,1
2007,504,CASTELO BRANCO,FUNDÃO,110,,,,,14.4,23.2,11.4,49.0,87,23,0,0,0,0,0,0,0,6,0,0,59,45,1
2007,505,CASTELO BRANCO,IDANHA-A-NOVA,52,,,,,77.3,150.6,40.0,267.8,33,14,1,3,0,1,0,0,1,17,10,1,12,11,0
2007,506,CASTELO BRANCO,OLEIROS,21,,,,,2.3,0.3,0.1,2.7,20,1,0,0,0,0,0,0,0,4,1,0,11,5,0
2007,507,CASTELO BRANCO,PENAMACOR,34,,,,,6.1,5.2,8.1,19.5,25,9,0,0,0,0,0,0,0,1,2,2,18,11,0
2007,508,CASTELO BRANCO,PROENÇA-A-NOVA,36,,,,,5.7,1.4,0.0,7.2,34,2,0,0,0,0,0,0,0,8,0,1,22,5,0
2007,509,CASTELO BRANCO,SERTÃ,40,,,,,5.3,0.1,0.3,5.7,37,3,0,0,0,0,0,0,1,14,1,0,18,6,0
2007,510,CASTELO BRANCO,VILA DE REI,8,,,,,0.1,0.2,0.0,0.3,8,0,0,0,0,0,0,0,1,4,0,0,1,2,0
2007,511,CASTELO BRANCO,VILA VELHA DE RÓDÃO,24,,,,,25.3,2.0,2.5,29.8,19,4,1,0,0,0,0,0,0,4,0,0,6,14,0
2007,601,COIMBRA,ARGANIL,54,,,,,6.0,1.9,0.1,8.0,53,1,0,0,0,0,0,0,5,14,7,0,9,19,0
2007,602,COIMBRA,CANTANHEDE,45,,,,,9.0,8.1,3.3,20.5,41,3,1,0,0,0,0,0,0,4,2,0,18,21,0
2007,603,COIMBRA,COIMBRA,161,,,,,2.3,5.7,12.1,20.1,153,8,0,0,0,0,0,0,0,16,1,0,29,115,0
2007,604,COIMBRA,CONDEIXA-A-NOVA,34,,,,,0.2,0.7,0.0,0.9,34,0,0,0,0,0,0,0,0,5,3,0,10,16,0
2007,605,COIMBRA,FIGUEIRA DA FOZ,102,,,,,5.3,3.6,1.4,10.3,100,2,0,0,0,0,0,0,1,19,1,0,43,38,0
2007,606,COIMBRA,GÓIS,12,,,,,2.0,5.0,0.0,7.1,10,2,0,0,0,0,0,0,2,0,5,0,2,3,0
2007,607,COIMBRA,LOUSÃ,35,,,,,0.1,0.9,0.0,1.0,35,0,0,0,0,0,0,0,0,3,7,0,17,8,0
2007,608,COIMBRA,MIRA,9,,,,,0.1,0.2,0.0,0.3,9,0,0,0,0,0,0,0,0,0,0,0,3,6,0
2007,609,COIMBRA,MIRANDA DO CORVO,24,,,,,0.7,0.7,0.0,1.4,24,0,0,0,0,0,0,0,1,5,0,0,14,4,0
2007,610,COIMBRA,MONTEMOR-O-VELHO,39,,,,,3.3,0.5,1.1,4.9,36,3,0,0,0,0,0,0,0,3,1,0,20,15,0
2007,611,COIMBRA,OLIVEIRA DO HOSPITAL,76,,,,,2.2,10.9,1.4,14.5,73,3,0,0,0,0,0,0,0,18,18,0,18,22,0
2007,612,COIMBRA,PAMPILHOSA DA SERRA,10,,,,,79.4,4.2,0.5,84.1,9,0,0,0,1,0,0,0,1,4,3,0,1,1,0
2007,613,COIMBRA,PENACOVA,31,,,,,4.1,0.3,0.0,4.4,29,2,0,0,0,0,0,0,0,1,0,0,13,17,0
2007,614,COIMBRA,PENELA,20,,,,,0.0,0.3,0.0,0.3,20,0,0,0,0,0,0,0,0,2,4,0,3,11,0
2007,615,COIMBRA,SOURE,52,,,,,3.4,3.1,1.2,7.7,47,5,0,0,0,0,0,0,0,6,6,0,24,16,0
2007,616,COIMBRA,TÁBUA,43,,,,,1.9,6.0,0.2,8.1,40,3,0,0,0,0,0,0,1,7,6,0,6,23,0
2007,617,COIMBRA,VILA NOVA DE POIARES,15,,,,,5.7,0.1,0.5,6.3,14,1,0,0,0,0,0,0,0,2,1,0,3,9,0
2007,701,ÉVORA,ALANDROAL,27,,,,,80.9,0.9,10.9,92.7,23,2,1,0,1,0,0,0,0,4,0,2,5,16,1
2007,702,ÉVORA,ARRAIOLOS,14,,,,,0.0,0.1,10.4,10.5,12,2,0,0,0,0,0,0,0,1,0,0,3,10,0
2007,703,ÉVORA,BORBA,18,,,,,0.0,0.0,4.3,4.4,17,1,0,0,0,0,0,0,0,2,0,0,1,15,0
2007,704,ÉVORA,ESTREMOZ,68,,,,,6.0,0.1,71.8,77.9,49,17,1,1,0,0,0,0,0,5,0,4,7,52,0
2007,705,ÉVORA,ÉVORA,98,,,,,57.7,4.1,89.6,151.4,81,15,1,0,1,0,0,0,1,10,0,4,12,71,0
2007,706,ÉVORA,MONTEMOR-O-NOVO,33,,,,,30.9,0.0,43.3,74.2,23,8,0,2,0,0,0,0,1,4,0,0,7,21,0
2007,707,ÉVORA,MORA,18,,,,,43.9,0.6,12.9,57.4,14,2,1,1,0,0,0,0,0,1,0,0,6,11,0
2007,708,ÉVORA,MOURÃO,6,,,,,255.4,10.9,12.9,279.3,2,3,0,0,0,1,0,0,0,2,0,0,2,2,1
2007,709,ÉVORA,PORTEL,20,,,,,14.3,0.5,17.3,32.1,12,7,1,0,0,0,0,0,0,4,0,2,4,10,0
2007,710,ÉVORA,REDONDO,19,,,,,0.0,0.0,16.1,16.1,17,1,1,0,0,0,0,0,0,3,0,0,3,13,0
2007,711,ÉVORA,REGUENGOS DE MONSARAZ,35,,,,,147.1,0.6,4.1,151.8,31,2,1,0,0,1,0,0,0,2,0,3,6,24,0
2007,712,ÉVORA,VENDAS NOVAS,19,,,,,1.0,9.4,0.8,11.1,18,1,0,0,0,0,0,0,0,1,0,0,3,15,0
2007,713,ÉVORA,VIANA DO ALENTEJO,9,,,,,18.1,0.0,115.7,133.8,6,1,1,0,0,1,0,0,0,3,0,0,1,5,0
2007,714,ÉVORA,VILA VIÇOSA,15,,,,,14.6,7.3,12.0,33.9,11,3,0,1,0,0,0,0,0,1,0,0,3,11,0
2007,801,FARO,ALBUFEIRA,84,,,,,0.0,10.0,0.0,10.0,79,5,0,0,0,0,0,0,0,1,0,0,2,81,0
2007,802,FARO,ALCOUTIM,14,,,,,3.4,13.7,0.0,17.2,7,7,0,0,0,0,0,0,0,1,0,0,5,8,0
2007,803,FARO,ALJEZUR,22,,,,,0.1,11.6,0.5,12.2,19,3,0,0,0,0,0,0,0,0,0,0,0,22,0
2007,804,FARO,CASTRO MARIM,21,,,,,0.0,5.5,0.1,5.6,18,3,0,0,0,0,0,0,0,1,1,0,7,12,0
2007,805,FARO,FARO,80,,,,,0.0,11.9,0.1,12.0,77,3,0,0,0,0,0,0,0,3,0,0,14,63,0
2007,806,FARO,LAGOA,31,,,,,0.0,12.0,0.5,12.5,26,5,0,0,0,0,0,0,0,5,1,0,5,20,0
2007,807,FARO,LAGOS,34,,,,,0.0,76.4,0.0,76.4,31,2,0,0,1,0,0,0,0,4,0,0,0,30,1
2007,808,FARO,LOULÉ,91,,,,,0.0,36.1,0.0,36.1,84,6,0,1,0,0,0,0,0,5,2,0,13,71,1
2007,809,FARO,MONCHIQUE,27,,,,,0.0,2.2,0.0,2.2,25,2,0,0,0,0,0,0,0,1,0,0,0,26,0
2007,810,FARO,OLHÃO,68,,,,,0.0,6.9,0.0,7.0,65,3,0,0,0,0,0,0,1,6,0,0,8,53,0
2007,811,FARO,PORTIMÃO,43,,,,,0.0,2.9,0.1,3.0,42,1,0,0,0,0,0,0,0,1,0,0,1,41,0
2007,812,FARO,SÃO BRÁS DE ALPORTEL,10,,,,,0.0,1.1,0.0,1.1,9,1,0,0,0,0,0,0,0,0,0,0,0,10,0
2007,813,FARO,SILVES,75,,,,,0.0,15.4,11.2,26.6,66,9,0,0,0,0,0,0,1,14,0,0,6,54,0
2007,814,FARO,TAVIRA,52,,,,,0.0,46.4,0.4,46.8,44,7,0,1,0,0,0,0,0,7,0,0,9,36,0
2007,815,FARO,VILA DO BISPO,16,,,,,0.0,0.4,0.0,0.4,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0
2007,816,FARO,VILA REAL DE SANTO ANTÓNIO,15,,,,,0.0,2.1,0.5,2.6,14,1,0,0,0,0,0,0,0,1,0,0,3,11,0
2007,901,GUARDA,AGUIAR DA BEIRA,21,,,,,12.5,9.1,1.0,22.6,16,4,1,0,0,0,0,0,2,6,0,0,0,13,1
2007,902,GUARDA,ALMEIDA,36,,,,,43.0,143.8,24.1,210.9,19,13,2,1,0,1,0,0,0,15,1,0,4,16,1
2007,903,GUARDA,CELORICO DA BEIRA,70,,,,,14.1,743.4,4.0,761.5,41,20,3,2,2,2,0,0,0,53,1,3,1,12,1
2007,904,GUARDA,FIGUEIRA DE CASTELO RODRIGO,111,,,,,4.0,1110.0,6.8,1120.8,58,46,2,3,0,1,1,0,0,82,0,0,12,17,1
2007,905,GUARDA,FORNOS DE ALGODRES,37,,,,,5.5,26.7,6.5,38.8,24,13,0,0,0,0,0,0,0,14,3,0,0,20,0
2007,906,GUARDA,GOUVEIA,48,,,,,12.6,266.1,2.5,281.2,33,11,0,2,2,0,0,0,0,19,8,1,4,16,2
2007,907,GUARDA,GUARDA,84,,,,,17.2,193.0,6.4,216.6,55,26,0,2,1,0,0,0,0,31,11,1,6,35,2
2007,908,GUARDA,MANTEIGAS,7,,,,,4.8,0.0,0.0,4.8,5,2,0,0,0,0,0,0,4,1,0,0,1,1,0
2007,909,GUARDA,MÊDA,75,,,,,2.7,111.1,18.2,131.9,42,30,0,3,0,0,0,0,0,50,3,1,8,13,0
2007,910,GUARDA,PINHEL,119,,,,,15.5,495.7,1.9,513.1,64,42,7,3,3,0,0,0,0,35,5,0,16,63,2
2007,911,GUARDA,SABUGAL,83,,,,,33.4,553.3,8.1,594.9,61,14,4,0,3,1,0,0,0,21,11,1,1,49,1
2007,912,GUARDA,SEIA,83,,,,,42.7,104.7,1.5,149.0,67,11,1,4,0,0,0,0,0,5,15,0,3,60,3
2007,913,GUARDA,TRANCOSO,90,,,,,11.6,146.4,32.8,190.7,53,34,0,2,1,0,0,0,0,44,5,0,20,21,2
2007,914,GUARDA,VILA NOVA DE FOZ CÔA,71,,,,,2.6,241.0,118.7,362.3,49,15,3,3,0,1,0,0,0,37,6,0,9,19,0
2007,1001,LEIRIA,ALCOBAÇA,155,,,,,12.8,24.3,4.9,42.1,138,17,0,0,0,0,0,0,0,81,14,2,53,5,0
2007,1002,LEIRIA,ALVAIÁZERE,24,,,,,0.1,0.4,1.4,2.0,24,0,0,0,0,0,0,0,0,13,2,0,6,3,0
2007,1003,LEIRIA,ANSIÃO,27,,,,,0.6,0.4,0.4,1.3,27,0,0,0,0,0,0,0,0,10,1,0,15,1,0
2007,1004,LEIRIA,BATALHA,39,,,,,1.6,145.7,0.7,148.0,37,1,0,0,0,1,0,0,0,27,2,3,7,0,1
2007,1005,LEIRIA,BOMBARRAL,57,,,,,0.2,11.7,6.9,18.7,49,8,0,0,0,0,0,0,0,33,0,0,24,0,0
2007,1006,LEIRIA,CALDAS DA RAINHA,104,,,,,4.8,20.5,1.3,26.6,96,8,0,0,0,0,0,0,1,60,8,2,31,2,0
2007,1007,LEIRIA,CASTANHEIRA DE PÊRA,11,,,,,0.1,10.0,0.0,10.1,10,0,1,0,0,0,0,0,0,3,1,0,7,0,0
2007,1008,LEIRIA,FIGUEIRÓ DOS VINHOS,18,,,,,0.6,0.1,0.0,0.7,18,0,0,0,0,0,0,0,1,13,0,0,3,1,0
2007,1009,LEIRIA,LEIRIA,260,,,,,154.4,18.0,4.7,177.1,252,7,0,0,0,1,0,0,2,182,38,8,28,2,0
2007,1010,LEIRIA,MARINHA GRANDE,60,,,,,37.7,1.8,2.3,41.9,58,1,0,1,0,0,0,0,0,38,12,3,6,1,0
2007,1011,LEIRIA,NAZARÉ,34,,,,,2.0,3.9,0.5,6.3,32,2,0,0,0,0,0,0,0,24,2,2,6,0,0
2007,1012,LEIRIA,ÓBIDOS,84,,,,,4.8,34.9,2.8,42.6,74,9,0,1,0,0,0,0,0,52,4,3,23,2,0
2007,1013,LEIRIA,PEDRÓGÃO GRANDE,25,,,,,3.0,0.2,0.1,3.3,24,1,0,0,0,0,0,0,0,15,1,0,7,2,0
2007,1014,LEIRIA,PENICHE,78,,,,,5.5,9.6,9.8,24.9,69,9,0,0,0,0,0,0,0,44,8,4,21,1,0
2007,1015,LEIRIA,POMBAL,133,,,,,67.1,2132.3,6.5,2205.9,111,20,0,1,0,0,0,1,0,63,35,4,29,2,1
2007,1016,LEIRIA,PORTO DE MÓS,75,,,,,3.8,15.9,4.5,24.1,68,7,0,0,0,0,0,0,0,51,19,2,2,1,0
2007,1101,LISBOA,ALENQUER,323,,,,,25.0,152.7,12.2,190.0,246,76,1,0,0,0,0,0,0,2,3,0,31,287,0
2007,1102,LISBOA,ARRUDA DOS VINHOS,181,,,,,6.4,77.9,7.8,92.0,143,38,0,0,0,0,0,0,0,0,0,0,10,171,0
2007,1103,LISBOA,AZAMBUJA,176,,,,,20.4,48.6,36.9,105.9,141,35,0,0,0,0,0,0,0,1,2,1,30,142,0
2007,1104,LISBOA,CADAVAL,92,,,,,8.2,18.7,21.1,48.0,69,23,0,0,0,0,0,0,0,2,0,0,5,85,0
2007,1105,LISBOA,CASCAIS,174,,,,,0.6,18.4,0.8,19.8,165,9,0,0,0,0,0,0,0,1,1,0,5,167,0
2007,1106,LISBOA,LISBOA,43,,,,,0.0,3.2,3.1,6.3,39,4,0,0,0,0,0,0,0,0,0,0,0,43,0
2007,1107,LISBOA,LOURES,270,,,,,8.8,56.4,5.4,70.6,245,24,1,0,0,0,0,0,0,1,0,0,4,265,0
2007,1108,LISBOA,LOURINHÃ,149,,,,,17.4,42.6,29.3,89.3,107,42,0,0,0,0,0,0,0,2,1,0,26,120,0
2007,1109,LISBOA,MAFRA,260,,,,,9.2,106.2,17.3,132.7,215,44,1,0,0,0,0,0,0,5,3,0,21,231,0
2007,1110,LISBOA,OEIRAS,54,,,,,0.3,4.4,0.4,5.0,52,2,0,0,0,0,0,0,0,0,0,0,4,50,0
2007,1111,LISBOA,SINTRA,429,,,,,50.2,274.5,120.0,444.7,359,69,0,0,0,1,0,0,0,5,3,0,56,365,1
2007,1112,LISBOA,SOBRAL DE MONTE AGRAÇO,74,,,,,4.8,30.6,4.6,40.0,60,13,1,0,0,0,0,0,0,0,0,0,8,66,0
2007,1113,LISBOA,TORRES VEDRAS,362,,,,,4.4,68.2,25.3,97.9,323,39,0,0,0,0,0,0,0,1,0,0,11,350,0
2007,1114,LISBOA,VILA FRANCA DE XIRA,123,,,,,0.0,22.8,2.7,25.6,114,9,0,0,0,0,0,0,0,1,0,0,7,115,0
2007,1115,LISBOA,AMADORA,75,,,,,0.0,14.6,2.5,17.1,69,6,0,0,0,0,0,0,0,0,0,0,7,68,0
2007,1116,LISBOA,ODIVELAS,134,,,,,3.0,28.8,2.0,33.8,123,11,0,0,0,0,0,0,0,0,0,0,1,133,0
2007,1201,PORTALEGRE,ALTER DO CHÃO,9,,,,,0.0,0.0,71.2,71.2,5,2,1,1,0,0,0,0,2,5,0,0,2,0,0
